bedroom,net_sqm,distance_to_center_km,distance_to_metro_km,floor,age_of_house,price
2,81,16,2,17,46,73067
3,67,15,2,5,30,69806
1,162,19,3,7,30,151834
4,63,20,6,17,25,58424
4,175,19,1,11,33,171671
5,145,18,2,12,9,150609
1,157,12,2,2,26,142698
3,92,16,1,19,24,97626
4,171,1,3,5,33,179581
1,139,16,7,11,39,126046
4,44,2,1,19,25,55671
3,88,24,7,7,45,72992
4,137,15,5,6,15,131191
5,69,7,9,11,41,76956
5,111,1,2,14,48,122526
4,142,5,1,4,49,150096
1,102,10,9,8,41,76063
1,65,22,8,9,6,43654
1,76,21,6,2,20,48411
4,46,4,5,11,44,51871
1,166,14,8,7,16,159617
3,131,13,8,4,21,131557
5,142,1,5,14,15,159227
3,92,16,7,1,39,77621
1,171,23,1,12,42,151107
3,147,9,4,19,4,159354
1,151,22,2,5,24,133872
4,192,16,3,8,3,197415
3,46,19,1,11,1,39718
4,195,15,2,4,30,193815
4,106,14,1,15,13,112696
2,147,20,8,12,18,141425
1,150,10,4,10,40,125707
5,187,21,3,16,11,201367
1,122,12,1,8,42,113586
5,163,1,2,8,29,176218
1,178,21,3,6,4,165913
4,143,17,3,3,25,146501
3,106,9,6,8,36,100468
3,46,23,8,10,36,38748
2,190,19,6,5,44,169355
5,149,18,2,11,40,140060
5,73,7,2,4,28,93387
5,145,9,7,17,45,149745
4,186,22,1,3,8,176457
5,97,21,1,18,21,97412
3,48,12,7,8,35,34234
4,87,7,9,12,44,92902
1,154,14,5,16,18,134693
5,80,15,1,14,47,75802
5,87,15,5,16,25,97169
1,64,6,1,4,46,50277
5,155,21,9,1,41,149199
1,117,14,4,1,5,108443
4,147,2,9,15,47,140044
3,64,8,2,3,8,64372
1,186,13,7,14,23,179998
2,78,23,2,9,3,75750
1,158,6,4,19,44,153433
5,118,5,6,8,37,127785
4,119,5,2,2,31,121720
4,66,1,2,4,29,72169
1,143,9,2,1,41,123671
3,113,6,3,11,20,124794
2,107,20,5,5,3,102557
4,186,7,9,2,23,185368
5,67,9,6,13,40,70047
5,162,5,9,17,21,182057
3,177,14,5,17,13,176800
4,122,5,6,18,8,145462
1,69,8,8,9,5,59041
5,61,7,3,6,25,64726
3,42,13,2,3,39,43088
4,140,13,3,8,37,135070
4,144,8,9,3,41,146873
4,41,11,6,1,5,54061
4,93,18,4,13,8,99708
4,45,19,3,5,44,37950
5,146,6,2,16,4,158184
3,162,22,4,16,41,155982
4,41,2,9,12,22,47887
2,150,13,4,13,14,146845
2,41,23,5,4,19,20913
3,132,11,8,9,13,136183
1,140,1,2,16,35,141419
1,136,24,3,1,4,120438
1,150,2,6,5,33,150929
2,45,17,7,5,22,24385
1,166,8,4,19,1,162633
5,143,2,1,9,11,170583
4,186,6,7,8,16,187227
2,194,22,9,19,4,174876
3,40,5,1,18,29,42392
3,72,16,1,15,39,69185
4,79,8,1,4,44,74390
2,71,19,7,15,38,63078
1,56,16,9,13,24,30165
1,165,13,3,18,9,152682
5,47,20,8,5,8,55393
5,96,7,9,18,14,117735
1,81,16,3,8,15,67620
3,137,23,3,1,22,134457
3,176,16,1,19,37,174220
5,159,12,2,17,15,170358
4,126,14,7,2,6,134018
1,93,24,3,19,1,74774
5,123,18,7,16,20,123959
5,64,18,5,18,41,58241
1,106,16,8,2,36,92135
1,191,20,5,6,2,182683
3,85,16,3,7,6,78724
4,61,13,9,6,2,71433
4,178,9,7,6,3,192138
1,47,9,5,9,7,41517
2,78,13,7,8,20,77255
5,88,4,9,9,49,94908
5,85,9,5,12,41,84169
1,77,15,7,18,41,50110
2,175,14,9,6,5,161343
3,93,19,1,4,25,78986
1,131,12,4,7,38,123851
1,79,21,1,18,18,57239
5,73,6,8,5,1,80583
1,135,3,3,18,25,123254
1,118,22,2,10,17,110286
1,166,20,4,8,46,131148
5,56,16,3,1,15,68762
3,149,20,5,15,5,138022
3,91,24,8,3,17,68803
1,157,23,8,15,21,134577
5,48,17,7,14,23,53314
3,72,16,8,1,43,61076
3,152,6,5,8,10,148822
3,188,8,6,7,17,191784
5,124,19,8,9,1,140192
5,49,2,1,18,37,54417
1,45,14,6,12,48,20000
4,154,22,6,8,7,144076
3,160,12,5,8,12,168916
4,180,17,4,6,40,176345
5,104,15,1,3,1,118761
5,59,18,8,2,20,53613
5,96,16,6,14,44,101298
4,85,13,3,8,31,84344
5,175,21,3,6,4,178290
1,49,17,6,4,26,39184
5,152,8,7,5,12,161268
2,178,1,8,13,22,188172
4,51,3,5,9,1,57921
2,177,16,6,13,1,171126
5,192,2,1,9,3,218313
1,50,15,6,16,12,46817
3,157,1,9,12,21,161203
5,78,9,4,2,13,89748
1,92,16,1,19,13,90142
4,95,4,9,16,41,90819
2,143,12,4,13,18,129947
2,168,1,2,5,33,160464
2,95,1,1,6,6,106659
4,157,7,3,17,25,156710
1,171,18,7,17,23,151766
4,69,23,2,17,24,58251
2,51,23,9,3,37,29595
5,74,15,2,13,26,71203
3,116,13,5,12,4,119333
4,198,16,8,6,38,199074
4,141,7,8,13,35,136985
1,126,16,3,14,49,108551
1,91,13,2,7,11,82148
4,119,14,9,5,36,116910
2,174,17,3,14,25,168462
3,61,12,8,18,20,59834
1,114,24,2,4,1,106206
2,97,24,3,1,30,69444
5,132,20,1,7,4,150655
1,142,13,6,13,23,120860
2,179,24,7,4,35,151347
2,46,20,4,13,42,25154
3,167,15,1,4,22,167789
3,94,24,3,3,31,86576
5,145,21,9,8,1,152085
2,101,4,5,8,4,101027
2,129,22,6,17,19,123239
3,137,2,4,15,30,132896
1,116,18,1,4,1,109660
1,158,2,5,6,48,151356
4,75,15,5,6,19,84805
3,128,19,5,10,21,112598
4,191,15,6,4,22,184327
3,184,20,2,9,2,186323
5,169,10,1,16,6,182451
2,180,24,2,7,21,158490
5,198,20,6,14,33,199873
3,132,11,5,6,19,138045
2,153,10,5,1,27,139566
1,67,23,6,18,37,48419
1,194,5,7,12,29,186715
4,182,9,9,15,28,191449
3,72,20,7,1,34,49228
3,59,19,2,15,1,55197
1,179,13,6,15,48,164930
5,140,18,9,16,25,143166
2,62,17,7,1,21,57357
5,151,6,2,3,34,150637
5,53,10,3,12,26,60586
1,130,2,8,7,36,112021
1,192,24,9,5,35,160680
1,116,6,4,1,23,102021
4,124,21,9,1,17,116639
5,148,13,2,15,47,143802
3,70,18,5,8,42,55611
2,161,7,2,11,12,159368
4,146,2,1,14,44,154245
3,93,14,5,13,20,90814
5,172,5,2,19,39,184048
1,180,18,7,12,27,163270
5,195,11,8,19,42,194273
2,82,10,2,4,37,70198
4,128,11,7,4,20,126135
4,154,2,4,3,11,158464
2,138,15,1,6,28,135336
3,86,7,3,5,2,96572
3,110,9,1,11,24,117443
4,106,5,5,9,16,118294
4,101,7,8,3,12,108721
1,148,20,1,9,16,123645
3,76,2,9,12,36,71601
2,158,3,3,3,2,158347
3,125,2,5,17,25,131378
1,165,21,9,12,29,136588
4,175,22,5,18,28,170879
4,91,23,9,4,10,78596
1,130,19,8,10,45,102540
2,72,4,7,18,23,76190
4,120,24,1,8,32,122013
5,81,20,4,9,31,82281
4,151,7,9,19,19,159780
5,165,22,8,13,15,176365
1,194,7,4,6,33,177341
1,175,17,1,7,17,157759
4,190,19,4,6,36,174460
3,145,22,3,11,20,144133
5,164,16,6,17,9,175531
2,152,3,5,19,38,142548
4,103,15,5,12,3,102023
2,162,14,2,13,2,153874
4,153,15,3,18,18,160134
3,59,14,6,7,23,57455
3,55,7,2,5,19,51012
3,184,3,4,16,7,189174
3,58,17,2,4,35,52871
1,159,10,9,1,20,138960
1,175,15,3,4,20,167641
5,77,6,6,3,19,84718
2,132,17,1,4,41,119397
4,144,17,3,1,16,135650
4,139,14,8,12,38,134085
1,129,24,5,13,21,104648
4,198,18,8,2,29,189441
1,83,5,2,9,44,72888
5,115,8,7,7,38,111954
2,184,7,9,13,45,181650
5,118,23,7,2,24,121244
3,112,4,3,1,37,108946
3,179,18,7,18,29,176553
3,135,5,8,7,31,131307
5,128,16,1,18,45,126286
4,142,14,3,19,39,150167
2,185,19,5,8,12,171447
3,45,14,6,12,30,39217
3,161,9,3,11,4,173394
3,155,6,4,9,30,153664
2,101,17,5,4,5,98773
3,183,19,3,7,16,169583
2,175,12,4,17,27,168090
3,128,4,5,11,4,129309
5,135,16,2,2,8,150020
5,165,11,9,18,48,165799
2,129,22,8,12,8,126056
5,125,4,6,9,17,133112
2,198,17,3,11,46,178526
5,177,8,2,5,44,176741
5,160,14,7,7,3,178726
2,115,2,8,1,27,119121
4,131,11,1,5,34,133667
5,109,11,6,6,45,105609
3,187,24,7,13,21,178840
4,172,22,9,11,43,151463
2,62,24,3,8,24,52366
4,176,6,2,2,44,175398
1,97,21,5,15,41,79715
1,85,21,1,10,29,63740
5,61,14,6,8,39,62512
5,47,10,9,2,6,67770
3,162,8,9,15,14,169128
4,59,7,7,6,14,70432
1,117,8,7,5,37,93882
5,78,8,8,3,24,82187
4,76,23,2,11,13,83559
5,114,2,6,11,1,140952
5,157,16,5,16,12,165092
1,143,9,5,3,42,134707
1,70,13,3,9,24,64550
5,162,23,3,3,37,150550
2,93,12,6,19,20,82089
5,73,22,7,11,6,86276
5,161,17,1,14,12,170311
3,152,2,3,2,21,165931
3,101,13,1,7,3,108689
3,62,1,3,10,27,74166
2,85,19,5,10,46,59936
2,95,11,9,1,36,88187
5,174,5,3,6,17,188097
3,157,1,9,14,49,152436
2,170,20,1,2,46,152079
1,152,13,6,6,15,139365
5,83,8,9,1,39,77181
4,167,6,5,3,4,173057
5,147,17,2,4,17,147690
4,197,12,5,13,38,205816
3,56,1,1,3,11,71913
4,98,3,9,15,12,118569
3,177,14,9,13,47,164597
1,138,8,6,11,32,123731
4,123,11,9,4,27,126225
5,185,14,3,17,44,184411
3,84,8,4,5,43,74431
5,147,3,6,8,27,167379
2,101,7,4,10,49,95490
3,98,19,1,7,40,90155
4,199,4,7,17,44,203955
3,177,16,5,7,29,171445
5,50,13,8,19,9,70430
1,141,20,9,9,43,107931
3,109,19,5,2,3,106466
4,162,5,8,19,39,174345
2,73,23,1,6,29,51452
1,140,5,1,10,21,142614
2,184,20,7,13,35,170881
3,143,24,6,2,48,127570
5,79,4,5,10,10,101687
5,58,2,5,10,23,80626
4,106,13,9,5,39,103373
5,121,16,1,4,25,129923
1,103,22,8,2,24,75111
5,122,2,2,7,20,135308
4,86,19,7,18,15,81068
3,45,17,6,17,21,36587
3,55,5,2,11,42,51615
5,185,18,3,18,12,190762
2,78,23,4,8,18,65414
3,152,21,7,12,23,136203
5,179,18,8,1,41,164098
4,177,8,2,12,29,191879
5,110,15,8,6,41,97969
3,149,13,9,3,36,137039
4,94,13,7,5,5,99185
5,168,16,1,14,39,164459
1,88,22,6,12,26,62634
4,60,20,8,13,39,59565
1,76,13,5,13,11,64222
2,155,20,2,17,42,132482
4,63,2,5,15,11,71283
1,94,3,8,6,18,82962
3,64,15,2,12,12,59452
3,174,23,1,2,16,168881
2,166,19,4,4,27,151002
4,132,13,4,12,36,125913
4,133,5,9,3,17,135413
4,110,22,3,17,49,91675
2,161,6,4,6,21,149882
4,63,14,3,17,37,62125
3,50,4,2,17,31,56809
1,112,22,4,11,45,91062
3,51,19,8,7,35,43553
3,74,23,1,2,27,69841
1,180,7,8,19,23,164354
3,62,4,8,2,32,64975
2,122,2,3,13,17,127993
1,127,7,6,16,11,126496
3,119,3,4,17,1,124809
5,136,15,1,11,28,133620
3,179,1,1,9,18,193814
2,73,2,5,9,49,71987
4,114,10,8,14,41,106917
3,198,16,1,13,20,189999
4,167,15,2,11,7,181216
5,180,24,7,12,37,177268
3,70,15,8,3,16,61362
1,169,14,3,1,39,159733
4,142,22,8,8,45,132147
5,54,14,1,19,45,63959
1,96,6,9,13,47,84402
1,114,14,2,7,23,100096
1,73,17,2,13,32,48122
1,142,18,4,6,49,117696
3,114,20,3,3,17,111536
3,68,19,4,6,19,62974
3,55,17,6,3,42,47047
5,116,16,7,13,34,109912
5,76,8,5,13,14,90273
5,120,7,2,13,3,132378
2,188,20,3,1,39,174454
5,163,12,3,8,25,163350
3,58,9,5,5,11,54623
3,141,14,5,17,49,127530
2,175,20,4,9,15,171398
2,116,1,8,13,19,124087
5,80,10,6,13,43,74624
4,100,17,6,5,15,109446
2,65,17,1,14,15,53729
1,110,17,6,11,38,91470
3,142,4,3,14,15,159553
1,109,17,6,7,9,88915
3,146,18,6,17,5,140078
3,196,20,2,4,19,183562
2,146,23,1,10,24,122788
2,142,2,3,10,29,152062
1,58,8,5,15,5,65573
3,107,13,4,12,22,109042
1,109,23,7,9,13,81723
4,152,22,4,3,49,145942
1,96,20,8,15,47,68502
5,100,22,7,12,46,101114
1,131,15,9,15,29,115186
5,69,20,1,1,16,81344
5,192,23,5,15,36,180913
5,166,9,4,11,17,178904
4,154,3,6,5,20,171786
1,45,3,1,7,14,50280
1,57,2,6,12,6,60098
4,49,1,1,6,22,52977
3,131,14,1,3,40,124002
2,178,17,8,10,9,167430
1,116,13,2,4,32,101243
2,140,19,6,13,24,120204
4,123,23,6,19,33,120902
3,91,15,6,5,13,87086
3,70,14,8,18,35,53628
3,184,2,4,1,6,197973
4,149,7,3,16,49,155241
5,132,17,6,16,40,121790
5,193,18,4,16,30,199889
2,92,6,2,19,38,88788
5,184,21,6,16,16,187899
5,125,8,5,1,1,144690
3,192,2,9,10,42,194040
3,41,1,6,2,18,47501
2,125,16,3,14,22,112939
1,172,7,5,8,26,159145
2,43,22,8,6,14,27229
2,45,24,9,3,37,20000
4,188,11,8,16,49,179324
4,157,15,3,17,14,163711
2,128,13,9,12,26,114534
2,193,24,3,19,36,174333
2,53,2,8,3,23,44347
5,95,14,9,13,2,113900
4,120,24,7,16,39,106780
2,188,6,4,11,7,186886
3,85,9,9,16,39,77740
3,183,7,3,2,45,186406
5,55,18,3,4,22,57749
5,159,24,2,4,28,154179
1,123,9,3,17,38,102814
1,196,23,1,1,20,179038
1,47,4,4,1,49,25183
5,127,9,8,5,18,130226
5,170,4,5,12,24,187067
5,58,12,2,6,33,58039
3,136,4,3,6,45,124674
5,105,24,1,17,26,111326
3,118,20,2,13,19,119386
1,125,14,1,8,48,106049
1,163,24,2,12,42,131593
1,189,24,3,15,13,174619
2,85,7,1,19,10,83408
2,152,13,9,17,14,137795
4,130,22,5,9,9,122392
4,180,8,8,18,11,191598
4,72,23,5,2,3,68137
2,172,5,8,11,40,156985
2,116,12,7,17,12,108288
4,194,13,4,18,35,189502
4,160,20,7,15,39,157011
5,167,14,6,7,46,160291
4,117,18,3,16,39,115360
5,191,24,9,1,32,176425
3,106,20,9,18,39,102301
2,154,4,5,8,14,150477
4,102,21,8,7,44,83589
2,152,18,7,2,1,147223
2,133,7,9,12,27,135497
2,87,15,7,16,37,74249
3,51,21,4,9,43,39977
1,195,6,4,11,1,186250
4,184,16,8,15,45,181001
1,79,20,6,3,29,51037
1,124,24,9,13,24,92210
1,96,8,7,13,17,92582
2,126,21,7,2,35,99515
5,123,16,4,6,31,129834
2,160,22,3,6,42,149136
2,113,16,8,12,32,99957
1,146,3,7,4,19,134138
2,163,17,4,5,31,157995
1,139,9,4,8,39,115773
5,82,3,1,6,20,91492
4,158,20,7,3,28,148907
1,62,7,1,8,3,58983
5,194,18,4,19,32,191971
4,76,12,3,11,22,78798
3,173,19,3,18,44,158180
1,104,16,1,10,42,87758
1,173,22,4,12,44,140457
3,61,24,1,8,15,47749
3,144,17,8,19,38,125228
1,127,20,1,16,19,109723
3,192,15,6,18,31,190310
2,164,1,7,9,26,169418
4,118,2,2,4,5,139509
4,129,8,4,9,20,139672
4,90,22,3,2,2,92528
2,141,2,9,9,21,142063
3,145,19,7,9,36,130156
5,99,9,2,18,28,112223
3,85,9,6,11,20,82645
1,75,13,9,13,37,49521
4,50,6,3,6,39,51366
3,51,15,6,9,36,44637
5,78,19,3,16,11,89966
1,178,21,3,4,3,155478
2,75,15,4,2,37,61004
2,91,18,9,7,20,76002
5,70,7,8,15,32,84066
1,72,11,1,6,47,60100
4,180,8,1,11,25,179121
3,185,6,7,17,21,190388
1,97,8,3,4,16,95146
2,191,2,7,19,48,186106
5,167,19,9,7,42,159562
5,70,16,3,11,1,77820
3,94,7,3,13,23,107011
5,49,10,2,3,43,45824
5,169,12,1,14,49,180137
1,54,17,9,2,24,32286
4,42,7,6,18,47,37999
3,82,22,6,5,25,79569
1,198,8,8,13,7,191652
4,106,7,5,13,38,110727
1,95,4,9,14,47,88235
1,102,3,5,12,47,97643
5,54,19,2,13,39,56688
4,148,15,6,18,35,137450
3,155,4,9,13,14,162976
3,131,9,3,4,9,137139
4,177,13,4,10,3,181430
5,86,18,8,5,38,84584
2,96,21,6,18,20,74126
1,89,16,7,8,41,59120
5,110,1,7,14,33,114593
4,182,4,4,2,41,193050
1,185,18,6,8,44,163620
3,121,8,9,16,32,124478
2,155,20,3,7,36,146448
3,144,16,8,3,26,127781
4,127,21,7,4,48,110119
1,41,11,4,7,5,28005
4,143,20,3,4,49,129890
1,123,21,7,9,30,105760
5,82,21,9,17,17,90627
2,193,21,3,17,6,184238
5,110,19,9,14,15,109094
5,133,23,8,14,1,130809
4,81,19,3,13,13,85654
2,172,18,8,4,48,156369
1,178,19,4,13,34,159618
1,104,11,6,17,30,95369
3,73,3,2,15,19,79695
1,159,8,8,18,2,162682
4,40,20,9,11,44,35931
5,169,19,7,4,12,172007
5,187,10,8,11,40,189778
5,100,16,7,10,44,94211
2,188,5,4,13,24,193379
1,127,20,1,8,11,118849
4,107,9,3,13,2,118362
2,166,8,7,9,1,173433
3,179,11,7,1,28,173103
4,61,16,3,1,4,67141
4,187,7,1,15,41,186170
4,121,15,9,4,30,125136
5,168,24,6,1,7,177367
4,69,21,7,12,22,67345
1,165,20,1,11,26,149770
4,136,23,1,19,29,131742
5,63,17,4,15,25,62733
4,53,6,7,10,10,60501
3,75,15,8,1,20,61540
3,63,8,9,3,14,64264
5,134,7,1,14,33,148112
1,94,2,4,15,5,90744
1,63,13,4,1,45,32939
2,191,23,3,10,6,182720
5,65,6,7,1,22,80511
4,119,5,1,15,17,135896
5,104,20,9,3,15,102751
2,114,1,8,12,39,108277
5,82,18,2,19,40,78800
5,68,15,2,16,28,80745
2,120,23,8,8,2,116302
1,93,10,1,14,18,85619
4,78,3,7,18,27,80859
2,81,5,9,1,21,69883
3,195,24,3,2,23,192203
1,68,13,7,12,7,59159
3,170,8,6,17,48,164826
1,177,22,7,2,19,159772
4,181,21,7,17,9,189108
4,81,2,1,7,12,91104
5,133,9,3,6,46,136104
3,199,17,1,6,30,188037
1,71,18,5,8,7,50034
4,199,13,3,5,2,206229
2,65,1,1,15,17,66553
4,154,12,2,7,11,161266
2,168,20,5,3,12,154884
1,95,20,3,10,3,87107
4,161,21,6,3,21,152878
4,145,5,9,14,14,155105
1,169,8,6,3,15,163687
4,120,15,2,1,42,107037
2,197,3,2,1,41,193071
4,159,6,8,19,10,165552
3,91,13,8,4,36,89338
5,130,12,6,2,10,145885
2,176,19,7,11,17,174184
3,61,18,1,12,44,44054
1,73,24,9,13,25,45665
2,149,1,5,16,27,152521
5,88,7,9,16,33,102742
5,168,12,2,19,11,179641
1,112,10,8,9,13,94737
1,123,12,7,16,1,125209
2,92,11,4,7,31,90342
4,139,4,3,13,33,154061
1,163,19,4,4,21,137675
4,84,6,4,13,16,101659
3,176,9,8,8,39,166559
5,144,20,4,2,23,147239
4,189,10,5,7,10,188488
5,185,5,2,11,48,195654
4,145,13,4,17,33,136345
3,82,9,7,14,22,81580
1,173,2,3,13,41,165603
3,87,18,1,15,6,86492
1,165,21,8,9,47,129084
1,46,1,8,3,36,38438
5,55,24,6,13,47,39551
3,168,21,7,13,10,168581
4,154,12,2,9,16,156263
3,76,10,5,18,13,89635
5,164,2,7,5,20,178602
1,120,9,9,11,4,108071
5,101,2,1,2,20,121836
2,111,23,3,17,22,97220
2,164,24,6,4,29,149977
4,105,22,7,18,16,95119
5,69,14,6,8,43,72018
4,59,11,1,19,47,56796
4,121,23,4,12,43,119112
2,146,11,6,11,23,136809
4,191,17,8,16,30,189581
2,171,4,4,5,30,158485
1,76,13,7,3,43,47556
5,171,7,3,12,3,185423
4,116,16,8,15,24,117558
2,128,1,1,16,49,133556
3,185,13,4,13,37,186194
4,127,1,8,7,13,134785
1,72,11,4,15,42,52246
1,97,6,2,3,32,91357
3,67,20,2,12,37,57459
2,74,3,4,8,12,79591
4,164,12,4,12,8,181378
2,177,5,2,18,24,185876
1,104,9,7,3,44,78655
2,81,12,6,12,16,81741
1,124,10,3,2,32,116624
2,176,19,8,14,34,161423
3,150,5,8,14,35,148935
5,54,5,1,4,32,70632
3,108,9,3,17,17,106743
3,144,20,5,15,2,140544
5,189,17,2,16,26,187797
5,103,10,5,5,44,100508
4,80,21,3,17,17,79946
4,110,1,9,7,38,124063
3,95,22,1,15,49,84587
3,190,16,4,17,2,186605
1,64,15,6,12,8,60805
1,144,23,9,11,46,121494
4,173,17,3,19,6,178537
4,158,20,3,11,9,159152
1,48,13,5,2,1,30330
1,99,1,7,15,5,93847
2,164,8,5,5,39,156671
2,88,5,8,18,9,95609
1,90,6,5,16,14,91586
2,109,23,7,4,27,86473
5,76,20,6,10,9,81926
4,70,14,2,2,36,61129
4,101,22,3,15,29,90631
1,132,23,4,4,20,102424
3,53,11,5,16,15,52439
1,118,6,9,7,36,111221
2,47,11,6,12,3,41291
3,193,13,1,3,23,200267
2,75,12,3,17,46,54007
5,87,22,7,9,9,83924
2,124,2,8,8,30,119872
5,67,21,7,6,19,76196
5,90,3,5,15,38,111231
2,143,23,8,10,3,123893
2,140,4,9,6,48,134862
5,68,17,7,15,3,86930
3,166,22,9,14,34,146155
5,121,6,1,19,2,151506
4,49,7,9,13,27,48419
5,145,15,3,14,23,145974
3,40,11,6,3,42,27746
4,78,24,8,4,32,75407
1,60,3,3,14,47,59464
1,104,6,4,14,35,99177
3,54,2,7,8,40,59710
5,171,14,7,10,18,184824
2,100,9,4,9,27,97987
3,187,18,9,14,11,189494
4,177,19,3,8,39,175030
4,126,12,8,11,19,131542
1,144,13,8,10,25,135828
4,73,12,4,18,7,78079
3,163,12,7,4,31,161423
4,149,18,4,4,2,149172
3,72,9,1,12,38,72734
2,137,17,1,18,5,136561
1,100,21,1,8,14,87114
4,49,16,2,3,18,50971
3,123,17,6,18,36,123064
5,104,21,5,7,4,108490
1,116,24,2,1,24,98971
2,40,8,8,13,13,39898
3,172,11,9,3,21,171722
2,119,24,7,3,33,99874
2,54,2,9,15,20,54386
4,67,8,4,19,5,85581
4,62,12,7,4,24,64201
3,148,21,5,13,35,141172
5,146,1,5,13,30,156823
3,184,23,3,15,28,176725
5,152,13,9,19,45,160561
2,137,22,5,16,7,121763
1,180,21,6,7,42,158756
3,181,17,3,3,35,174491
3,178,14,7,2,30,169553
5,67,14,9,18,34,79142
2,81,16,9,11,39,56665
2,138,17,5,1,9,123851
5,100,6,7,16,12,122361
2,162,7,3,17,29,149615
4,103,1,6,16,10,113810
1,70,15,8,10,27,61864
3,120,20,8,17,19,107835
1,49,21,2,3,13,38724
3,47,18,6,18,42,33548
4,188,13,7,19,37,195776
2,98,24,7,14,32,73289
5,69,2,3,2,15,85060
4,184,19,9,12,21,179002
1,59,15,2,11,3,49532
5,87,12,3,17,8,102951
2,169,15,2,6,6,172702
4,76,18,9,19,29,77382
5,168,14,4,13,19,171535
4,171,6,2,7,17,174843
4,139,12,3,11,10,155970
2,93,20,4,7,33,77269
3,161,23,6,13,13,159956
5,64,6,5,13,27,67019
2,170,9,3,1,42,151515
4,48,4,8,19,12,64148
2,73,17,8,19,2,64669
3,82,2,7,15,10,87540
5,113,16,3,14,21,114184
3,133,24,1,3,23,119701
1,61,14,5,4,1,62165
5,109,8,1,7,33,111639
3,169,14,6,1,26,163074
4,133,2,7,19,15,154186
5,71,16,5,3,22,79771
5,145,4,4,15,25,162429
2,183,1,2,13,1,197621
4,40,23,5,14,26,36754
1,111,20,9,7,21,89047
3,89,14,4,1,41,71187
2,180,8,2,13,24,169358
3,54,3,6,4,39,59773
1,92,5,8,12,16,85099
1,47,6,2,7,32,34131
5,113,22,9,2,16,104666
1,85,8,7,17,13,70425
3,108,6,2,1,42,95991
4,153,6,5,14,32,159226
4,186,4,5,1,41,192907
5,162,7,7,3,44,162085
3,178,24,5,11,24,163113
3,156,19,6,7,13,157217
1,82,7,9,9,11,76459
3,59,3,3,3,15,57407
2,187,8,3,1,10,187268
1,60,1,8,19,42,42637
2,121,1,6,2,41,110243
5,96,14,3,5,3,108692
4,113,6,2,17,16,130830
5,137,10,2,19,44,149065
4,193,14,2,5,17,200642
5,197,4,5,14,25,202059
3,149,6,5,10,30,148541
2,154,16,1,7,47,140769
4,198,21,2,8,35,197803
1,81,1,2,8,37,75147
2,107,6,4,7,13,106209
1,109,9,7,13,24,104834
2,117,15,3,14,38,114510
2,129,12,5,19,26,129101
5,150,3,9,11,9,166185
4,151,11,5,2,19,163336
4,142,15,9,17,28,143758
2,184,3,1,6,7,183428
3,58,14,9,9,45,52060
3,109,2,5,19,22,110510
1,102,4,8,5,30,82208
1,114,19,5,9,37,96729
5,197,12,6,7,16,214651
2,192,2,8,4,36,182173
1,143,17,2,18,5,129497
1,114,3,3,18,29,107307
2,167,10,9,17,23,160179
5,193,16,5,4,6,197317
1,95,22,5,16,36,65001
5,61,9,9,5,33,59307
4,128,11,3,9,49,128641
5,58,21,4,2,41,59359
3,198,15,7,2,16,196507
3,65,3,2,4,34,72523
5,62,16,8,17,43,70559
3,86,21,5,19,26,74516
4,52,21,1,3,37,51125
2,105,21,3,5,13,100348
3,183,12,9,10,17,188168
3,112,23,5,6,32,106745
5,195,5,8,3,32,193617
4,116,7,1,17,28,127005
2,70,9,7,10,29,58239
5,124,21,7,12,25,125216
5,199,18,8,1,47,181700
4,98,21,3,18,22,99305
2,80,8,1,19,27,83758
4,151,12,9,4,44,149344
2,135,20,1,15,38,120801
4,161,2,6,9,20,177170
5,195,10,9,6,45,188279
5,144,19,2,12,24,154766
1,113,9,4,18,47,99178
3,171,24,2,15,47,162011
4,138,8,4,19,8,157944
1,165,24,2,9,14,138589
3,177,24,1,13,39,170481
4,114,24,3,16,14,117274
2,53,1,8,13,5,63516
3,77,6,5,1,47,74925
5,179,12,4,18,21,182068
1,84,24,5,3,15,58353
3,184,19,6,17,36,174637
3,114,17,6,5,33,97880
5,68,2,5,6,17,93782
4,57,11,6,17,20,65553
2,59,18,9,17,1,45788
5,53,23,5,1,16,57315
2,93,22,6,7,45,66656
4,70,11,4,16,18,76121
3,97,18,3,5,10,98795
2,143,8,6,16,23,149510
1,167,15,5,4,18,144303
1,197,9,4,11,49,178691
5,64,15,5,14,9,66885
4,58,7,7,13,46,56562
5,175,20,1,8,30,167828
5,42,13,1,15,13,56630
5,125,13,1,18,31,124649
1,184,1,2,7,46,165678
1,181,20,9,19,43,157943
5,48,4,5,9,13,74107
1,133,24,9,11,32,113781
4,188,4,5,10,17,205292
5,178,4,7,14,3,195902
1,59,13,6,16,1,51078
2,74,2,2,8,5,82168
5,92,23,3,1,32,94622
5,149,15,5,12,25,156632
4,175,4,4,3,45,175992
3,43,6,6,2,5,40566
3,194,3,8,16,37,195907
4,141,7,8,4,23,143014
4,86,6,3,2,12,104617
4,133,3,4,12,34,131290
3,87,4,1,17,23,102893
4,130,10,2,10,16,146502
1,123,21,9,8,49,93826
5,107,9,2,18,5,124066
5,178,6,6,18,44,186503
2,164,20,7,18,47,143678
2,112,11,6,2,28,107085
5,43,7,8,12,6,55099
1,115,18,9,10,13,105781
3,112,4,8,8,43,108659
3,116,5,5,19,30,123110
1,87,4,8,10,26,78726
3,193,4,9,11,17,205497
4,141,13,8,14,9,146240
